TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore
org.ta4j.core.BarSeriesTest.getBarWithIndexGreaterThanBarCountShouldThrowExceptionTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,25,5,2,1,0.17,24,168,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.VersusBuyAndHoldCriterionTest.calculateOnlyWithGainPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,57,13,5,1,0.02,27,277,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.CachedIndicatorTest.recursiveCachedIndicatorOnMovingBarSeriesShouldNotCauseStackOverflow[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,26,9,4,1,0.09,38,204,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.DecimalNumTest.testPowLargeBase,0,5,1,1,1,0.24,15,22,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.PlusDMIndicatorTest.zeroDirectionalMovement3[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,25,7,4,1,0.33,22,169,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.IsLowestRuleTest.isSatisfied,3,19,10,5,1,0.01,16,142,1,0,0,0,0,0.00,0.00
ta4jexamples.loaders.CsvTradesLoaderTest.test,0,3,1,1,1,0.11,3,53,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.DecimalNumTest.testEqualsDecimalNumWithDoubleNum,0,4,2,1,1,0.70,11,22,1,0,0,0,0,0.00,0.00
org.ta4j.core.aggregator.BaseBarSeriesAggregatorTest.testAggregateWithNewName[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,12,4,3,1,0.05,33,94,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.AverageLossCriterionTest.calculateOnlyWithProfitPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,46,11,5,1,0.02,27,257,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.testValueOf[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],0,8,2,1,1,0.08,18,21,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ParabolicSarIndicatorTest.startWithDownAndUpTrendTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,37,12,4,1,0.05,36,308,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.MMAIndicatorTest.mmaUsingBarCount10UsingClosePrice[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,27,9,4,1,0.01,33,214,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.SMAIndicatorTest.externalData[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,38,10,4,1,0.07,146,263,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowBuyWithOnlyOnePosition[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,49,10,4,1,0.03,24,259,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.ReturnOverMaxDrawdownCriterionTest.withOnePosition[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,58,12,6,1,0.02,28,283,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.LosingPositionsRatioCriterionTest.calculateWithOnePosition[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,38,9,4,1,0.02,31,170,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.TRIndicatorTest.getValue[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,25,7,4,1,0.31,26,166,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.PlusDMIndicatorTest.zeroDirectionalMovement2[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,23,7,4,1,0.35,22,154,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowShortSellWith20PercentGain[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,53,10,4,1,0.03,28,288,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.volume.VWAPIndicatorTest.vwap[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,31,9,5,1,0.23,52,219,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.MinusDMIndicatorTest.positiveDirectionalMovement[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,25,7,4,1,0.33,22,169,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowValueWithOnlyOnePositionAndAGapBefore[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,51,10,4,1,0.02,25,286,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.CachedIndicatorTest.getValueWithOldResultsRemoval[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,26,8,4,1,0.27,28,191,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.ReturnsTest.singleReturnPositionArith[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,46,12,4,1,0.03,26,252,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ichimoku.IchimokuChikouSpanIndicatorTest.testCalculateWithSpecifiedValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,20,7,5,1,0.32,29,174,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.volume.AccumulationDistributionIndicatorTest.accumulationDistribution[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,32,9,5,1,0.10,31,196,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.GrossLossCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,21,8,4,1,0.17,29,149,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossRatioCriterionTest.calculateOnlyWithProfitPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,45,12,5,1,0.02,27,242,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AwesomeOscillatorIndicatorTest.calculateWithSma2AndSma3[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,30,9,4,1,0.30,30,184,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.getNameTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,23,5,2,1,0.20,27,154,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowShortSellWithOver100PercentLoss[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,51,10,4,1,0.03,28,261,1,0,0,0,0,0.00,0.00
org.ta4j.core.utils.BarSeriesUtilsTest.findMissingBarsTest[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],2,35,9,3,1,0.40,33,157,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.VersusBuyAndHoldCriterionTest.calculateOnlyWithLossPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,55,13,5,1,0.02,27,246,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.OpenedPositionMinimumBarCountRuleTest.testAtLeastBarCountRuleForZeroShouldThrowException,0,0,0,0,0,0.00,1,8,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.pivotpoints.PivotPointIndicatorTest.PivotPointTestWeeklyBarCount,5,55,14,4,1,0.04,106,379,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarTest.equals[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,4,2,2,1,0.00,14,36,0,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.sqrtOfBigInteger[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],0,6,2,1,1,0.09,13,14,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.CovarianceIndicatorTest.shouldBeZeroWhenBarCountIs1[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,36,12,5,1,0.26,40,252,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.KAMAIndicatorTest.getValueOnDeepIndicesShouldNotCauseStackOverflow[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,34,9,4,1,0.07,38,252,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.MaximumDrawdownCriterionTest.calculateWithOnlyGains[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,55,12,5,1,0.02,27,278,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.HMAIndicatorTest.hmaUsingBarCount9UsingClosePrice[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,37,11,4,1,0.17,32,280,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.MaximumDrawdownCriterionTest.calculateWithGainsAndLosses[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,55,12,5,1,0.02,27,278,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.bollinger.BollingerBandWidthIndicatorTest.bollingerBandWidthUsingSMAAndStandardDeviation[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],9,39,14,6,1,0.17,47,307,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.getBarOnMovingSeriesTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,25,5,2,1,0.16,28,176,0,0,0,0,0,0.00,0.00
org.ta4j.core.rules.TrailingStopLossRuleTest.isSatisfiedForSellForBarCount[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,54,16,6,1,0.08,32,335,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.getBarOnMovingAndEmptySeriesShouldThrowExceptionTest[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,23,5,2,1,0.18,28,158,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.AverageLossCriterionTest.betterThan[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,16,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.BooleanTransformIndicatorTest.getValue[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,23,9,4,1,0.31,34,155,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.volume.AccumulationDistributionIndicatorTest.accumulationDistribution[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,34,9,5,1,0.08,31,226,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.HighestValueIndicatorTest.highestValueUsingBarCount5UsingClosePrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,22,8,4,1,0.30,30,178,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.DayOfWeekRuleTest.isSatisfied[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,19,8,4,1,0.04,35,165,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AccelerationDecelerationIndicatorTest.withSma1AndSma2[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,31,10,4,1,0.25,28,212,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.VersusBuyAndHoldCriterionTest.calculateWithOnlyOnePosition[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,58,13,5,1,0.02,26,285,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ATRIndicatorTest.testDummy[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,36,12,4,1,0.09,34,240,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.subSeriesWithWrongArgumentsTest[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,21,5,2,1,0.21,24,144,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,24,8,4,1,0.16,29,151,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossCriterionTest.calculateOnlyWithProfitPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,45,10,4,1,0.02,28,244,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.adx.ADXIndicatorTest.externalData[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],2,51,18,5,1,0.05,135,329,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.LosingPositionsRatioCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,27,9,4,1,0.16,29,156,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.LosingPositionsRatioCriterionTest.calculate[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,48,12,4,1,0.02,27,251,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ChandelierExitLongIndicatorTest.massIndexUsing3And8BarCounts[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,37,13,4,1,0.21,41,252,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.MMAIndicatorTest.firstValueShouldBeEqualsToFirstDataValue[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,20,9,4,1,0.01,31,175,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.UlcerIndexIndicatorTest.ulcerIndexUsingBarCount14UsingIBMData[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,38,9,4,1,0.17,41,286,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.CovarianceIndicatorTest.usingBarCount5UsingClosePriceAndVolume[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,40,12,5,1,0.23,60,284,1,0,0,0,0,0.00,0.00
ta4jexamples.bots.TradingBotOnMovingBarSeriesTest.test,0,7,2,2,2,0.27,3,100,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfWinningPositionsCriterionTest.calculateWithTwoShortPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,46,10,4,1,0.02,26,247,1,0,0,0,0,0.00,0.00
org.ta4j.core.TradingRecordTest.getLastEntryExit,2,23,7,3,1,0.03,14,107,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfBarsCriterionTest.betterThan[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,12,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfBreakEvenPositionsCriterionTest.calculateWithNoPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,11,6,3,1,0.04,24,111,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.pivotpoints.PivotPointIndicatorTest.PivotPointTestYearlyBarCount,3,47,10,4,1,0.05,103,330,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.WaitForRuleTest.waitForSinceLastBuyRuleIsSatisfied,2,24,10,4,1,0.13,21,116,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.LowestValueIndicatorTest.lowestValueIndicatorValueShouldBeEqualsToFirstDataValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,21,8,4,1,0.33,22,176,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowValueWithOnlyOnePositionAndAGapAfter[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,51,10,4,1,0.03,26,264,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.AbstractAnalysisCriterionTest.bestShouldBeAlwaysOperateOnProfit[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],6,63,18,5,1,0.05,30,288,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.candles.ThreeWhiteSoldiersIndicatorTest.getValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,38,10,4,1,0.19,32,247,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.candles.BullishHaramiIndicatorTest.getValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,25,8,4,1,0.28,26,181,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.ValueAtRiskCriterionTest.betterThan[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,15,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossPercentageCriterionTest.calculateWithWinningLongPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,43,10,4,1,0.03,27,220,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.RWILowIndicatorTest.randomWalkIndexHigh[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],2,49,14,4,1,0.05,87,338,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.SimpleLinearRegressionIndicatorTest.calculateLinearRegressionWithLessThan2ObservationsReturnsNaN[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,16,7,4,1,0.38,29,158,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.testFailNaNtoInt[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],0,1,1,1,1,0.00,6,1,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.RSIIndicatorTest.xlsTest[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,45,14,4,1,0.06,146,294,1,0,0,0,0,0.00,0.00
org.ta4j.core.SeriesBuilderTest.testBuilder[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,28,7,2,1,0.23,26,171,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfLosingPositionsCriterionTest.calculateWithOneLongPosition[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,37,8,4,1,0.04,25,167,1,0,0,0,0,0.00,0.00
org.ta4j.core.PositionTest.testCostModelConsistencyTrue,5,31,9,3,1,0.09,23,95,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.MeanDeviationIndicatorTest.firstValueShouldBeZero[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,26,9,5,1,0.30,22,185,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.sqrtOfBigDouble[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],0,6,2,1,1,0.09,13,14,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.wrongBarTypeDoubleTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,27,6,2,1,0.21,27,190,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfBreakEvenPositionsCriterionTest.calculateWithOneLongPosition[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,37,8,4,1,0.03,25,169,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.RWILowIndicatorTest.randomWalkIndexHigh[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],2,46,14,4,1,0.06,87,270,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.ValueAtRiskCriterionTest.calculateWithASimplePosition[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,53,13,5,1,0.01,27,285,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.NetLossCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,21,8,4,1,0.17,29,149,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfLosingPositionsCriterionTest.calculateWithNoPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,11,6,3,1,0.04,24,110,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.volume.NVIIndicatorTest.getValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,33,8,4,1,0.08,39,221,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfConsecutiveWinningPositionsCriterionTest.betterThan[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,12,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfLosingPositionsCriterionTest.calculateWithTwoShortPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,44,10,4,1,0.03,26,217,1,0,0,0,0,0.00,0.00
org.ta4j.core.cost.LinearBorrowingCostModelTest.calculateOpenSellPosition,3,26,6,3,1,0.20,13,80,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.testFailDifferentNumsAdd[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],0,3,3,1,1,0.33,10,10,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.SimpleLinearRegressionIndicatorTest.calculateLinearRegression[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,29,8,5,1,0.22,30,232,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.CorrelationCoefficientIndicatorTest.usingBarCount5UsingClosePriceAndVolume[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,43,15,5,1,0.24,60,283,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.ValueAtRiskCriterionTest.calculateWithNoBarsShouldReturn0[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,21,7,4,1,0.00,26,149,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.CachedIndicatorTest.getValueWithNullBarSeries[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,29,9,4,1,0.10,27,215,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.CloseLocationValueIndicatorTest.returnZeroIfHighEqualsLow[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,25,7,4,1,0.30,29,171,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.LinearTransactionCostCriterionTest.betterThan[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,22,21,1,0,0,0,0,0.00,0.00
org.ta4j.core.IndicatorTest.toDouble,1,5,4,2,1,0.60,19,47,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.StopLossRuleTest.isSatisfiedWorksForSell[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,51,16,6,1,0.07,34,286,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.sqrtLudicrousPrecision[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],0,4,1,1,1,0.00,28,9,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowValueWithNoPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,17,6,3,1,0.06,23,130,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfWinningPositionsCriterionTest.calculateWithNoPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,11,6,3,1,0.04,24,110,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.SigmaIndicatorTest.test[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,34,11,5,1,0.18,26,276,1,0,0,0,0,0.00,0.00
org.ta4j.core.cost.LinearBorrowingCostModelTest.calculateSellPosition,3,30,6,3,1,0.07,14,87,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.keltner.KeltnerChannelLowerIndicatorTest.keltnerChannelLowerIndicatorTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,36,13,5,1,0.22,69,246,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.VersusBuyAndHoldCriterionTest.calculateOnlyWithGainPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,55,13,5,1,0.02,27,246,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfLosingPositionsCriterionTest.calculateWithTwoLongPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,45,10,4,1,0.02,26,246,1,0,0,0,0,0.00,0.00
org.ta4j.core.utils.BarSeriesUtilsTest.findOverlappingBarsTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],2,32,7,3,1,0.37,24,157,1,0,0,0,0,0.00,0.00
